zone,country,scfd2_plant,scfd3_plant,match_score,canonical_name,beerometer_plant
APAC,South Korea,Export from NA,,,Export from NA,
APAC,South Korea,Export from NA~11,,,Export from NA~11,
APAC,South Korea,Gwangju,Gwangju,1.0,Gwangju,Gwangju
APAC,South Korea,HQ Cheongju,,,HQ Cheongju,
APAC,South Korea,HQ Gwangju,,,HQ Gwangju,
APAC,South Korea,HQ Icheon,,,HQ Icheon,
APAC,South Korea,Icheon,Icheon,1.0,Icheon,Icheon
APAC,South Korea,Import Beer-Korea,,,Import Beer-Korea,
APAC,South Korea,Intersco,,,Intersco,
APAC,South Korea,Intrazone,,,Intrazone,
APAC,South Korea,Intrazone~12,,,Intrazone~12,
APAC,South Korea,Korea HQ,Korea HQ,1.0,Korea HQ,
APAC,South Korea,Malt Cheongju,,,Malt Cheongju,Malt Cheongju
APAC,Vietnam,Export from APAC,,,Export from APAC,
APAC,Vietnam,Export from EU,,,Export from EU,
APAC,Vietnam,Export from EU~14,,,Export from EU~14,
APAC,Vietnam,Export from MA,,,Export from MA,
APAC,Vietnam,Export from MA~15,,,Export from MA~15,
APAC,Vietnam,Export from NA,,,Export from NA,
APAC,Vietnam,Export from NA~10,,,Export from NA~10,
APAC,Vietnam,Intrazone,,,Intrazone,
APAC,Vietnam,Intrazone~11,,,Intrazone~11,
APAC,Vietnam,MyPhuoc,MyPhuoc,1.0,MyPhuoc,MyPhuoc
APAC,Vietnam,VSIP,VSIP,1.0,VSIP,VSIP
APAC,Vietnam,Vietnam,,,Vietnam,
APAC,Vietnam,Vietnam HQ,,,Vietnam HQ,
APAC,Vietnam,Vietnam-T2,,,Vietnam-T2,
APAC,ZHQ APAC,APAC Center,,,APAC Center,
EUR,Austria,Austria,,,Austria,
EUR,Austria,Austria (Entity),,,Austria (Entity),
EUR,Austria,Export from MA,,,Export from MA,
EUR,Austria,Export from MA~43,,,Export from MA~43,
EUR,Belgium,Anderlecht,,,Anderlecht,DC Anderlecht
EUR,Belgium,Ans,,,Ans,DC Ans
EUR,Belgium,Antwerp,,,Antwerp,DC Antwerp
EUR,Belgium,Belgium,,,Belgium,
EUR,Belgium,Belgium (Entity),,,Belgium (Entity),
EUR,Belgium,Belgium_Center,,,Belgium_Center,
EUR,Belgium,Belgium_FLEET,,,Belgium_FLEET,
EUR,Belgium,Belgium_TRPT,,,Belgium_TRPT,
EUR,Belgium,Bosteels,Bosteels (BE53),1.0,Bosteels,
EUR,Belgium,Centre,,,Centre,
EUR,Belgium,De Pinte,,,De Pinte,DC De Pinte
EUR,Belgium,Export from EU,,,Export from EU,
EUR,Belgium,Export from EU~26,,,Export from EU~26,
EUR,Belgium,Export from MA,,,Export from MA,
EUR,Belgium,Export from MA~23,,,Export from MA~23,
EUR,Belgium,Export from Middle Americas,,,Export from Middle Americas,
EUR,Belgium,Hasselt,,,Hasselt,
EUR,Belgium,Hoegaarden,Hoegaarden,1.0,Hoegaarden,Hoegaarden
EUR,Belgium,Hoegaarden_PWH,,,Hoegaarden_PWH,
EUR,Belgium,Jabbeke,,,Jabbeke,DC Jabbeke
EUR,Belgium,Jumet,,,Jumet,DC Jumet
EUR,Belgium,Jupille,Jupille,1.0,Jupille,Jupille
EUR,Belgium,Jupille_PWH,,,Jupille_PWH,
EUR,Belgium,Leuven,Leuven,1.0,Leuven,Leuven
EUR,Belgium,Leuven_PWH,,,Leuven_PWH,
EUR,Belgium,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,1.0,Sint-Pieters-Leeuw,
EUR,Canaries,Canary Islands Central,,,Canary Islands Central,
EUR,Canaries,Las Palmas,Las Palmas,1.0,Las Palmas,Las Palmas
EUR,Canaries,Santa Cruz,Santa Cruz,1.0,Santa Cruz,Santa Cruz
EUR,Denmark,Denmark,,,Denmark,
EUR,Denmark,Denmark (Entity),,,Denmark (Entity),
EUR,Denmark,Denmark VLC,,,Denmark VLC,
EUR,Denmark,Export from MA,,,Export from MA,
EUR,Finland,Export from MA,,,Export from MA,
EUR,Finland,Finland,,,Finland,
EUR,Finland,Finland (Entity),,,Finland (Entity),
EUR,Finland,Finland VLC,,,Finland VLC,
EUR,France,Export from MA,,,Export from MA,
EUR,France,Export from MA~1,,,Export from MA~1,
EUR,France,Export from Middle Americas,,,Export from Middle Americas,
EUR,France,France,,,France,
EUR,France,France (Entity),,,France (Entity),
EUR,France,France_PWH,,,France_PWH,
EUR,Germany,Bremen,Bremen,1.0,Bremen,Bremen
EUR,Germany,Bremen_PWH,,,Bremen_PWH,
EUR,Germany,Dachau,,,Dachau,DC Dachau
EUR,Germany,Export from EU,,,Export from EU,
EUR,Germany,Export from EU~7,,,Export from EU~7,
EUR,Germany,Export from MA,,,Export from MA,
EUR,Germany,Export from Middle Americas,,,Export from Middle Americas,
EUR,Germany,Germany,,,Germany,
EUR,Germany,Germany (Entity),,,Germany (Entity),
EUR,Germany,Germany_Center,,,Germany_Center,
EUR,Germany,Germany_PWH,,,Germany_PWH,
EUR,Germany,Germany_TRPT,,,Germany_TRPT,
EUR,Germany,Issum,Issum,1.0,Issum,Issum
EUR,Germany,Issum_PWH,,,Issum_PWH,
EUR,Germany,Munich,Munich,1.0,Munich,Munich
EUR,Germany,Munich_PWH,,,Munich_PWH,
EUR,Germany,Wernigerode,Wernigerode,1.0,Wernigerode,Wernigerode
EUR,Germany,Wernigerode_PWH,,,Wernigerode_PWH,
EUR,Indirect Market,CCH Markets,,,CCH Markets,
EUR,Indirect Market,Central East Europe,,,Central East Europe,
EUR,Indirect Market,Commercial Duty Free,,,Commercial Duty Free,
EUR,Indirect Market,Developing Markets,,,Developing Markets,
EUR,Indirect Market,Middle East,,,Middle East,
EUR,Indirect Market,Travel & Retail,,,Travel & Retail,
EUR,Ireland,Ireland (Entity),,,Ireland (Entity),
EUR,Italy,Export from MA,,,Export from MA,
EUR,Italy,Export from MA~2,,,Export from MA~2,
EUR,Italy,Export from Middle Americas,,,Export from Middle Americas,
EUR,Italy,Italy,,,Italy,
EUR,Italy,Italy (Entity),,,Italy (Entity),
EUR,Luxembourg,Diekirch,Diekirch,1.0,Diekirch,
EUR,Luxembourg,Diekirch_PWH,,,Diekirch_PWH,
EUR,Luxembourg,Luxembourg,,,Luxembourg,
EUR,Luxembourg,Luxembourg (Entity),,,Luxembourg (Entity),
EUR,Netherlands,Arcen,Arcen,1.0,Arcen,
EUR,Netherlands,Conso NL,,,Conso NL,
EUR,Netherlands,Dommelen,Dommelen,1.0,Dommelen,Dommelen
EUR,Netherlands,Export from MA,,,Export from MA,
EUR,Netherlands,Export from MA~3,,,Export from MA~3,
EUR,Netherlands,Export from Middle Americas,,,Export from Middle Americas,
EUR,Netherlands,Netherlands,,,Netherlands,
EUR,Netherlands,Netherlands (Entity),,,Netherlands (Entity),
EUR,Norway,Export from MA,,,Export from MA,
EUR,Norway,Norway,,,Norway,
EUR,Norway,Norway (Entity),,,Norway (Entity),
EUR,Norway,Norway VLC,,,Norway VLC,
EUR,Poland,Export from MA,,,Export from MA,
EUR,Poland,Export from MA~45,,,Export from MA~45,
EUR,Poland,Poland,,,Poland,
EUR,Poland,Poland (Entity),,,Poland (Entity),
EUR,Russia,Domodedovo,,,Domodedovo,
EUR,Russia,EUR Malt Corporate,,,EUR Malt Corporate,
EUR,Russia,Ekaterinburg,,,Ekaterinburg,
EUR,Russia,Ekaterinburg 2,,,Ekaterinburg 2,
EUR,Russia,Export from APAC,,,Export from APAC,
EUR,Russia,Export from APAC~5,,,Export from APAC~5,
EUR,Russia,Export from MA,,,Export from MA,
EUR,Russia,Export from MA~5,,,Export from MA~5,
EUR,Russia,Export from Middle Americas,,,Export from Middle Americas,
EUR,Russia,Export from NA~28,,,Export from NA~28,
EUR,Russia,Intrazone,,,Intrazone,
EUR,Russia,Intrazone~6,,,Intrazone~6,
EUR,Russia,Istra,,,Istra,
EUR,Russia,Ivanovo,,,Ivanovo,
EUR,Russia,Izhevsk,,,Izhevsk,
EUR,Russia,Kaluga,,,Kaluga,
EUR,Russia,Kazan,,,Kazan,
EUR,Russia,Kirov,,,Kirov,
EUR,Russia,Klin,,,Klin,
EUR,Russia,Krasnodar,,,Krasnodar,
EUR,Russia,Leshkovo,,,Leshkovo,
EUR,Russia,Malt Kazan,,,Malt Kazan,
EUR,Russia,Malt Omsk,,,Malt Omsk,
EUR,Russia,Malt Saransk,,,Malt Saransk,
EUR,Russia,Murmansk,,,Murmansk,
EUR,Russia,Novosibirsk,,,Novosibirsk,
EUR,Russia,Obukhovo,,,Obukhovo,
EUR,Russia,Omsk,,,Omsk,
EUR,Russia,Omsk 2,,,Omsk 2,
EUR,Russia,Pargolovo,,,Pargolovo,
EUR,Russia,Preform Kazan,,,Preform Kazan,
EUR,Russia,Russia,,,Russia,
EUR,Russia,Russia (Entity),,,Russia (Entity),
EUR,Russia,Russia (reg2),,,Russia (reg2),
EUR,Russia,Russia_Hedge,,,Russia_Hedge,
EUR,Russia,Russia_PWH,,,Russia_PWH,
EUR,Russia,Russia_PWH (reg2),,,Russia_PWH (reg2),
EUR,Russia,Russia_TRP,,,Russia_TRP,
EUR,Russia,Russia_TRP (reg2),,,Russia_TRP (reg2),
EUR,Russia,Saransk,,,Saransk,
EUR,Russia,Schelkovo,,,Schelkovo,
EUR,Russia,St.Petersburg,,,St.Petersburg,
EUR,Russia,Tula,,,Tula,
EUR,Russia,Ufa,,,Ufa,
EUR,Russia,Ulyanovsk,,,Ulyanovsk,
EUR,Russia,VMI,,,VMI,
EUR,Russia,Vladivostok,,,Vladivostok,
EUR,Russia,Volzhsky,,,Volzhsky,
EUR,Russia,Voronezh,,,Voronezh,
EUR,Russia,Zheleznodorozhny,,,Zheleznodorozhny,
EUR,Spain,Export from MA,,,Export from MA,
EUR,Spain,Export from Middle Americas,,,Export from Middle Americas,
EUR,Spain,Spain,,,Spain,
EUR,Spain,Spain (Entity),,,Spain (Entity),
EUR,Spain,Spain_EMEA,,,Spain_EMEA,
EUR,Sweden,Export from MA,,,Export from MA,
EUR,Sweden,Sweden,,,Sweden,
EUR,Sweden,Sweden (Entity),,,Sweden (Entity),
EUR,Sweden,Sweden VLC,,,Sweden VLC,
EUR,Switzerland,Export from MA,,,Export from MA,
EUR,Switzerland,Export from MA~44,,,Export from MA~44,
EUR,Switzerland,Switzerland,,,Switzerland,
EUR,Switzerland,Switzerland (Entity),,,Switzerland (Entity),
EUR,Ukraine,Chernigiv,,,Chernigiv,
EUR,Ukraine,Export from MA,,,Export from MA,
EUR,Ukraine,Export from MA~6,,,Export from MA~6,
EUR,Ukraine,Export from Middle Americas,,,Export from Middle Americas,
EUR,Ukraine,Intrazone,,,Intrazone,
EUR,Ukraine,Intrazone~7,,,Intrazone~7,
EUR,Ukraine,Kharkiv,,,Kharkiv,
EUR,Ukraine,Nikolaev,,,Nikolaev,
EUR,Ukraine,Ukraine,,,Ukraine,
EUR,Ukraine,Ukraine (Entity),,,Ukraine (Entity),
EUR,Ukraine,Ukraine_Hedge,,,Ukraine_Hedge,
EUR,Ukraine,Ukraine_PWH,,,Ukraine_PWH,
EUR,Ukraine,Ukraine_TRP,,,Ukraine_TRP,
EUR,United Kingdom,Camden,,,Camden,
EUR,United Kingdom,,Enfield,,Enfield,
EUR,United Kingdom,Export from EU,,,Export from EU,
EUR,United Kingdom,Export from EU~27,,,Export from EU~27,
EUR,United Kingdom,Export from MA,,,Export from MA,
EUR,United Kingdom,Export from MA~4,,,Export from MA~4,
EUR,United Kingdom,Export from Middle Americas,,,Export from Middle Americas,
EUR,United Kingdom,Export from NA,,,Export from NA,
EUR,United Kingdom,Export from NA~6,,,Export from NA~6,
EUR,United Kingdom,Kentish Camden,Kentish,1.0,Kentish Camden,
EUR,United Kingdom,Magor,Magor,1.0,Magor,Magor
EUR,United Kingdom,Magor_PWH,,,Magor_PWH,
EUR,United Kingdom,Samlesbury,Samlesbury,1.0,Samlesbury,Samlesbury
EUR,United Kingdom,Samlesbury_PWH,,,Samlesbury_PWH,
EUR,United Kingdom,United Kingdom,,,United Kingdom,
EUR,United Kingdom,United Kingdom (Entity),,,United Kingdom (Entity),
EUR,United Kingdom,United Kingdom_PWH,,,United Kingdom_PWH,
EUR,United Kingdom,United Kingdom_TRPT,,,United Kingdom_TRPT,
EUR,WE,WE,,,WE,
EUR,WE,WE (Entity),,,WE (Entity),
EUR,WE,WE-EUR,,,WE-EUR,
MAZ,Barbados,Barbados,,,Barbados,
MAZ,Barbados,CDD Barbados Distribution Ltd,,,CDD Barbados Distribution Ltd,
MAZ,Barbados,DC Distribution Center,,,DC Distribution Center,
MAZ,Barbados,Planta Banks Barbados Breweries Ltd,,,Planta Banks Barbados Breweries Ltd,
MAZ,Barbados,Planta Barbados Breweies,,,Planta Barbados Breweies,
MAZ,Barbados,Planta Barbados Dairy Industries Ltd,,,Planta Barbados Dairy Industries Ltd,
MAZ,Barbados,Planta Bottling Industries,,,Planta Bottling Industries,
MAZ,Barbados,Planta Diary Industries,,,Planta Diary Industries,
MAZ,Caribbean,Caribbean,,,Caribbean,
MAZ,Caribbean,DC San Vincent SVBL,,,DC San Vincent SVBL,
MAZ,Caribbean,Export from MA~31,,,Export from MA~31,
MAZ,Caribbean,Planta San Vincent,,,Planta San Vincent,
MAZ,Colombia,Aguachica,,,Aguachica,
MAZ,Colombia,Apartado,,,Apartado,
MAZ,Colombia,Armenia,,,Armenia,
MAZ,Colombia,Atlantico,Atlantico,1.0,Atlantico,Atlantico
MAZ,Colombia,Autosur,,,Autosur,
MAZ,Colombia,Barrancabermeja,,,Barrancabermeja,
MAZ,Colombia,Barranquilla,Barranquilla,1.0,Barranquilla,Barranquilla
MAZ,Colombia,Bosconia,,,Bosconia,DC O L Bosconia
MAZ,Colombia,Boyaca,Boyaca,1.0,Boyaca,Boyaca
MAZ,Colombia,Bucaramanga,Bucaramanga,1.0,Bucaramanga,Bucaramanga
MAZ,Colombia,CD1 Tocancipa,,,CD1 Tocancipa,DC Tocancipa
MAZ,Colombia,CD2 Barranquilla,,,CD2 Barranquilla,DC Barranquilla
MAZ,Colombia,CD2 Boyaca,,,CD2 Boyaca,DC Boyaca
MAZ,Colombia,CD2 Bucaramanga,,,CD2 Bucaramanga,DC Bucaramanga
MAZ,Colombia,CD2 Itagui,,,CD2 Itagui,
MAZ,Colombia,CD2 Tocancipa,,,CD2 Tocancipa,
MAZ,Colombia,CD2 Yumbo,,,CD2 Yumbo,
MAZ,Colombia,CO - Barranquilla,,,CO - Barranquilla,
MAZ,Colombia,CO - Boyaca,,,CO - Boyaca,
MAZ,Colombia,CO - Bucaramanga,,,CO - Bucaramanga,
MAZ,Colombia,CO - Colombia Central Office,,,CO - Colombia Central Office,
MAZ,Colombia,CO - Medellin,,,CO - Medellin,
MAZ,Colombia,CO - Tocancipa1,,,CO - Tocancipa1,
MAZ,Colombia,CO - Valle,,,CO - Valle,
MAZ,Colombia,Cali,,,Cali,
MAZ,Colombia,Caucasia,,,Caucasia,
MAZ,Colombia,Chiquinquira,,,Chiquinquira,
MAZ,Colombia,Colombia,Colombia Central,1.0,Colombia,
MAZ,Colombia,Colombia Central Office,,,Colombia Central Office,
MAZ,Colombia,Corozal,,,Corozal,
MAZ,Colombia,Crown Tocancipa,,,Crown Tocancipa,Crown Tocancipa
MAZ,Colombia,Cucuta,,,Cucuta,
MAZ,Colombia,Curumani,,,Curumani,
MAZ,Colombia,Export from EU,,,Export from EU,
MAZ,Colombia,Export from EU~1,,,Export from EU~1,
MAZ,Colombia,Export from MA,,,Export from MA,
MAZ,Colombia,Export from MA~27,,,Export from MA~27,
MAZ,Colombia,Export from NA,,,Export from NA,
MAZ,Colombia,Export from NA~17,,,Export from NA~17,
MAZ,Colombia,Fonseca,,,Fonseca,
MAZ,Colombia,Girardot,,,Girardot,
MAZ,Colombia,Girardota,,,Girardota,
MAZ,Colombia,Honda,,,Honda,
MAZ,Colombia,Ibague,,,Ibague,
MAZ,Colombia,Intrazone,,,Intrazone,
MAZ,Colombia,Label Impresur,,,Label Impresur,
MAZ,Colombia,Label Indugral,,,Label Indugral,Label Indugral
MAZ,Colombia,Magangue,,,Magangue,
MAZ,Colombia,Malt Cartagena,,,Malt Cartagena,Malt Cartagena
MAZ,Colombia,Malt Tibito,,,Malt Tibito,Malt Tibito
MAZ,Colombia,Medellin,Medellin,1.0,Medellin,Medellin
MAZ,Colombia,Metroparque,,,Metroparque,
MAZ,Colombia,Montera,,,Montera,
MAZ,Colombia,Montevideo~2,,,Montevideo~2,
MAZ,Colombia,Neiva,,,Neiva,
MAZ,Colombia,Pasto,,,Pasto,
MAZ,Colombia,Pereira,,,Pereira,
MAZ,Colombia,Popayan,,,Popayan,
MAZ,Colombia,Puente Nacional,,,Puente Nacional,DC Puente Nacional
MAZ,Colombia,Riohacha,,,Riohacha,
MAZ,Colombia,San Andres,,,San Andres,
MAZ,Colombia,San Gil,,,San Gil,
MAZ,Colombia,Santa Marta,,,Santa Marta,DC Santa Marta
MAZ,Colombia,Sibate,,,Sibate,
MAZ,Colombia,Siberia,,,Siberia,
MAZ,Colombia,Tocancipa1,Tocancipa,0.947,Tocancipa1,Tocancipa
MAZ,Colombia,Tulua,,,Tulua,
MAZ,Colombia,Tunja,,,Tunja,
MAZ,Colombia,Turbaco,,,Turbaco,
MAZ,Colombia,Valle,Valle,1.0,Valle,Valle
MAZ,Colombia,Valledupar,,,Valledupar,DC Valledupar
MAZ,Colombia,Villavicencio,,,Villavicencio,
MAZ,Colombia,Yopal,,,Yopal,DC Yopal
MAZ,Costa Rica,Costa Rica,,,Costa Rica,
MAZ,Costa Rica,Costa Rica (Entity),,,Costa Rica (Entity),
MAZ,Costa Rica,Export from EU,,,Export from EU,
MAZ,Costa Rica,Export from EUROPE,,,Export from EUROPE,
MAZ,Costa Rica,Export from EUROPE~4,,,Export from EUROPE~4,
MAZ,Costa Rica,Export from EU~24,,,Export from EU~24,
MAZ,Costa Rica,Export from LAS,,,Export from LAS,
MAZ,Costa Rica,Export from MA,,,Export from MA,
MAZ,Costa Rica,Export from MA~32,,,Export from MA~32,
MAZ,Costa Rica,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Costa Rica,Export from NA,,,Export from NA,
MAZ,Costa Rica,Export from NA~22,,,Export from NA~22,
MAZ,Costa Rica,Export from SA,,,Export from SA,
MAZ,Cuba,Cu,,,Cu,
MAZ,Cuba,Cuba,,,Cuba,
MAZ,Cuba,DC Cardenas,,,DC Cardenas,
MAZ,Cuba,DC Central Cuba,,,DC Central Cuba,
MAZ,Cuba,DC Ciego de Avila,,,DC Ciego de Avila,
MAZ,Cuba,DC Habana,,,DC Habana,
MAZ,Cuba,DC Holguin,,,DC Holguin,
MAZ,Cuba,Export from EU,,,Export from EU,
MAZ,Cuba,Export from EUROPE,,,Export from EUROPE,
MAZ,Cuba,Export from LAN,,,Export from LAN,
MAZ,Cuba,Export from LAS,,,Export from LAS,
MAZ,Cuba,Export from MA,,,Export from MA,
MAZ,Cuba,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Cuba,Export from NA,,,Export from NA,
MAZ,Cuba,Export from SA,,,Export from SA,
MAZ,Cuba,Holguin,,,Holguin,
MAZ,Cuba,OCI,,,OCI,
MAZ,Cuba,Planta Bucanero,,,Planta Bucanero,
MAZ,Dominican Republic,Almacen Externo,,,Almacen Externo,
MAZ,Dominican Republic,Almacen HUB-Haina VLC,,,Almacen HUB-Haina VLC,
MAZ,Dominican Republic,Almacen Sto Dgo Norte  VLC,,,Almacen Sto Dgo Norte  VLC,
MAZ,Dominican Republic,Barbador Beer,,,Barbador Beer,
MAZ,Dominican Republic,Barbados,,,Barbados,
MAZ,Dominican Republic,Barbados Beer,,,Barbados Beer,
MAZ,Dominican Republic,Barbados Beer (Entity),,,Barbados Beer (Entity),
MAZ,Dominican Republic,Barbados D,,,Barbados D,
MAZ,Dominican Republic,Barbados Dairy,,,Barbados Dairy,
MAZ,Dominican Republic,Barbados Other,,,Barbados Other,
MAZ,Dominican Republic,Cervecera Nacional Dominicana,,,Cervecera Nacional Dominicana,
MAZ,Dominican Republic,Cerveceria Nacional Dominicana,,,Cerveceria Nacional Dominicana,Santo Domingo
MAZ,Dominican Republic,DC Azua,,,DC Azua,DC Azua
MAZ,Dominican Republic,DC Bavaro,,,DC Bavaro,DC Bavaro
MAZ,Dominican Republic,DC Bohemia,,,DC Bohemia,DC Bohemia
MAZ,Dominican Republic,DC Central,,,DC Central,DC Central
MAZ,Dominican Republic,DC Dominica DBBL,,,DC Dominica DBBL,
MAZ,Dominican Republic,DC Higuey,,,DC Higuey,
MAZ,Dominican Republic,DC Mao,,,DC Mao,DC Mao
MAZ,Dominican Republic,DC Margen Oriental,,,DC Margen Oriental,DC Margem Oriental
MAZ,Dominican Republic,DC Puerto Plata,,,DC Puerto Plata,DC Puerto Plata
MAZ,Dominican Republic,DC Samana,,,DC Samana,
MAZ,Dominican Republic,DC San Francisco,,,DC San Francisco,DC San Francisco
MAZ,Dominican Republic,DC San Juan,,,DC San Juan,DC San Juan
MAZ,Dominican Republic,DC San Pedro,,,DC San Pedro,DC San Pedro
MAZ,Dominican Republic,DC San Vincent SVBL,,,DC San Vincent SVBL,
MAZ,Dominican Republic,DC Santiago DR,,,DC Santiago DR,
MAZ,Dominican Republic,Dominica,,,Dominica,
MAZ,Dominican Republic,Dominican Republic,,,Dominican Republic,
MAZ,Dominican Republic,Export from EU,,,Export from EU,
MAZ,Dominican Republic,Export from EUROPE,,,Export from EUROPE,
MAZ,Dominican Republic,Export from EU~21,,,Export from EU~21,
MAZ,Dominican Republic,Export from LAS,,,Export from LAS,
MAZ,Dominican Republic,Export from MA,,,Export from MA,
MAZ,Dominican Republic,Export from MA~29,,,Export from MA~29,
MAZ,Dominican Republic,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Dominican Republic,Export from NA,,,Export from NA,
MAZ,Dominican Republic,Export from NA~19,,,Export from NA~19,
MAZ,Dominican Republic,Export from SA,,,Export from SA,
MAZ,Dominican Republic,Hato Nuevo,,,Hato Nuevo,Hato Nuevo
MAZ,Dominican Republic,Intrazone,,,Intrazone,
MAZ,Dominican Republic,Planta CND,CND,1.0,Planta CND,
MAZ,Dominican Republic,Planta Dominica,,,Planta Dominica,
MAZ,Dominican Republic,Planta Hato Nuevo,Hato Nuevo,1.0,Planta Hato Nuevo,
MAZ,Dominican Republic,Planta San Vincent,,,Planta San Vincent,
MAZ,Dominican Republic,Planta Santo Domingo,,,Planta Santo Domingo,
MAZ,Dominican Republic,St. Vince,,,St. Vince,
MAZ,Dominican Republic,St. Vincent,,,St. Vincent,
MAZ,Dominican Republic,,,,,
MAZ,Ecuador,AMBATO,,,AMBATO,
MAZ,Ecuador,BABAHOYO,,,BABAHOYO,
MAZ,Ecuador,BODEGA SUR,,,BODEGA SUR,
MAZ,Ecuador,CAYAMBE,,,CAYAMBE,
MAZ,Ecuador,CD QUITO,,,CD QUITO,
MAZ,Ecuador,CHONE,,,CHONE,
MAZ,Ecuador,CUENCA,,,CUENCA,
MAZ,Ecuador,CUMBAYA,,,CUMBAYA,
MAZ,Ecuador,EL COCA,,,EL COCA,
MAZ,Ecuador,ESMERALDAS,,,ESMERALDAS,
MAZ,Ecuador,Ecuador,Ecuador Central,1.0,Ecuador,
MAZ,Ecuador,Ecuador Central Office,,,Ecuador Central Office,
MAZ,Ecuador,Export from EU,,,Export from EU,
MAZ,Ecuador,Export from MA,,,Export from MA,
MAZ,Ecuador,Export from MA~28,,,Export from MA~28,
MAZ,Ecuador,Export from NA,,,Export from NA,
MAZ,Ecuador,Export from NA~18,,,Export from NA~18,
MAZ,Ecuador,Export from SA~18,,,Export from SA~18,
MAZ,Ecuador,Export from SA~9,,,Export from SA~9,
MAZ,Ecuador,Guayaquil,Guayaquil,1.0,Guayaquil,Guayaquil Beer
MAZ,Ecuador,HUB KKAA GYE,,,HUB KKAA GYE,
MAZ,Ecuador,HUB KKAA UIO,,,HUB KKAA UIO,
MAZ,Ecuador,Ibarra,,,Ibarra,
MAZ,Ecuador,Intrazone,,,Intrazone,
MAZ,Ecuador,LAGO AGRIO,,,LAGO AGRIO,
MAZ,Ecuador,LATACUNGA,,,LATACUNGA,
MAZ,Ecuador,LOJA,,,LOJA,DC Loja
MAZ,Ecuador,MACARA,,,MACARA,
MAZ,Ecuador,MACAS,,,MACAS,
MAZ,Ecuador,MACHALA,,,MACHALA,
MAZ,Ecuador,MALVINAS,,,MALVINAS,
MAZ,Ecuador,MONTECRISTI,,,MONTECRISTI,
MAZ,Ecuador,Malt Guayaquil,,,Malt Guayaquil,Malt Guayaquil
MAZ,Ecuador,NARANJAL,,,NARANJAL,
MAZ,Ecuador,OTAVALO,,,OTAVALO,
MAZ,Ecuador,PALESTINA,,,PALESTINA,
MAZ,Ecuador,PASCUALES,,,PASCUALES,
MAZ,Ecuador,PEDERNALES,,,PEDERNALES,
MAZ,Ecuador,PIAS,,,PIAS,
MAZ,Ecuador,PIFO,,,PIFO,
MAZ,Ecuador,PLAYAS,,,PLAYAS,
MAZ,Ecuador,PUYO,,,PUYO,
MAZ,Ecuador,QUEVEDO,,,QUEVEDO,
MAZ,Ecuador,QUITO,Quito,1.0,QUITO,Quito
MAZ,Ecuador,RIOBAMBA,,,RIOBAMBA,
MAZ,Ecuador,SANTA ELENA,,,SANTA ELENA,
MAZ,Ecuador,SANTO DOMINGO,,,SANTO DOMINGO,
MAZ,Ecuador,TULCAN,,,TULCAN,
MAZ,Ecuador,YAGUACHI,,,YAGUACHI,
MAZ,Ecuador,ZAMORA,,,ZAMORA,
MAZ,El Salvador,Almacenes Externos T1,,,Almacenes Externos T1,
MAZ,El Salvador,Almacenes Externos T2,,,Almacenes Externos T2,
MAZ,El Salvador,CD Chalatenando,,,CD Chalatenando,
MAZ,El Salvador,CD La Unin,,,CD La Unin,
MAZ,El Salvador,CD Pasatiempo,,,CD Pasatiempo,
MAZ,El Salvador,CD San Luis Talpa,,,CD San Luis Talpa,
MAZ,El Salvador,CD San Miguel,,,CD San Miguel,
MAZ,El Salvador,CD San Rafael Cedros,,,CD San Rafael Cedros,
MAZ,El Salvador,CD San Salvador,,,CD San Salvador,
MAZ,El Salvador,CD Santa Ana,,,CD Santa Ana,
MAZ,El Salvador,CD Sonsonate,,,CD Sonsonate,
MAZ,El Salvador,CD Soyapango,,,CD Soyapango,
MAZ,El Salvador,CD Usulutn,,,CD Usulutn,
MAZ,El Salvador,CD1 Beer,,,CD1 Beer,
MAZ,El Salvador,CD1 Nixapa,,,CD1 Nixapa,
MAZ,El Salvador,CD1 Water,,,CD1 Water,
MAZ,El Salvador,El Salvador,El Salvador Central,1.0,El Salvador,
MAZ,El Salvador,Export from EU,,,Export from EU,
MAZ,El Salvador,Export from EU~2,,,Export from EU~2,
MAZ,El Salvador,Export from MA,,,Export from MA,
MAZ,El Salvador,Export from MA~26,,,Export from MA~26,
MAZ,El Salvador,Export from NA,,,Export from NA,
MAZ,El Salvador,Intrazone,,,Intrazone,
MAZ,El Salvador,La Constancia Beer,La Constancia Beer,1.0,La Constancia Beer,Ind La Constancia Beer
MAZ,El Salvador,La Constancia CSD,La Constancia CSD,1.0,La Constancia CSD,Ind La Constancia CSD
MAZ,El Salvador,La Constancia Water,La Constancia Water,1.0,La Constancia Water,Ind La Constancia Water
MAZ,El Salvador,Management Operativo T1,,,Management Operativo T1,
MAZ,El Salvador,Management Operativo T2,,,Management Operativo T2,
MAZ,El Salvador,SV Central Office,,,SV Central Office,
MAZ,El Salvador,Salvador,,,Salvador,
MAZ,El Salvador,Transporte Primario,,,Transporte Primario,
MAZ,El Salvador,,,,,
MAZ,Guatemala,CDR Guatemala,,,CDR Guatemala,
MAZ,Guatemala,Cervec. Rio,,,Cervec. Rio,
